prev_comm,prio,timeslice
chromium,120,2255
chromium:gl0,120,33414
chromium,120,80715
chromium:gl0,120,2094
chromium,120,2204
stress-ng-cpu,120,2938266
chromium:gl0,120,33204
stress-ng-cpu,120,14674288
VizCompositorTh,120,43613
chromium,120,21712
chromium:gl0,120,2044
chromium,120,2224
chromium:gl0,120,32963
chromium,120,22343
chromium:gl0,120,2024
chromium,120,2305
stress-ng-cpu,120,76877
stress-ng-cpu,120,267733
Chrome_ChildIOT,120,20449
chromium:gdrv0,120,16241
Compositor,120,108708
chromium:cs0,120,2875
chromium:gl0,120,35228
VizCompositorTh,120,15099
ThreadPoolForeg,120,20430
chromium,120,22112
chromium:gl0,120,2024
Compositor,120,11282
chromium,120,2465
chromium:gl0,120,32773
chromium,120,22152
chromium:gl0,120,2144
chromium,120,2234
chromium:gl0,120,32973
chromium,120,22123
chromium:gl0,120,2034
chromium,120,2335
chromium:gl0,120,33013
chromium,120,21792
chromium:gl0,120,2034
chromium,120,2174
chromium:gl0,120,33915
chromium,120,21832
chromium:gl0,120,2315
stress-ng-cpu,120,2992740
stress-ng-cpu,120,306076
Chrome_ChildIOT,120,24006
Chrome_ChildIOT,120,37011
Chrome_ChildIOT,120,30078
stress-ng-cpu,120,415616
Chrome_ChildIOT,120,22833
Chrome_ChildIOT,120,30198
Chrome_ChildIOT,120,14138
stress-ng-cpu,120,1052896
Compositor,120,21331
stress-ng-cpu,120,1287686
chromium:gdrv0,120,50577
stress-ng-cpu,120,455502
chromium:cs0,120,24317
stress-ng-cpu,120,3188556
Chrome_ChildIOT,120,20790
kworker/u96:3,120,34406
Chrome_ChildIOT,120,30409
Chrome_ChildIOT,120,13616
stress-ng-cpu,120,546366
kworker/u96:3,120,6964
stress-ng-cpu,120,965078
stress-ng-cpu,120,759875
Compositor,120,125891
Chrome_ChildIOT,120,22183
Chrome_ChildIOT,120,32953
Chrome_ChildIOT,120,13967
ThreadPoolForeg,120,58863
stress-ng-cpu,120,473106
Chrome_ChildIOT,120,26040
Chrome_ChildIOT,120,40066
Chrome_ChildIOT,120,17864
stress-ng-cpu,120,1111428
kworker/u96:3,120,7194
stress-ng-cpu,120,416127
Chrome_ChildIOT,120,25368
chromium,120,3012158
stress-ng-cpu,120,2997089
Chrome_ChildIOT,120,38965
Chrome_ChildIOT,120,13616
chromium,120,62830
stress-ng-cpu,120,350431
Chrome_ChildIOT,120,24357
VizCompositorTh,120,6052
Compositor,120,341324
Chrome_ChildIOT,120,3096
VizCompositorTh,120,3707
Chrome_ChildIOT,120,4048
chromium:gl0,120,51929
chromium,120,176077
VizCompositorTh,120,241984
Chrome_ChildIOT,120,9729
Compositor,120,100452
chromium,120,31280
chromium:gl0,120,198480
stress-ng-cpu,120,2925422
chromium:gdrv0,120,23946
chromium:cs0,120,4208
chromium:gdrv0,120,2435
chromium,120,73631
chromium:cs0,120,20128
stress-ng-cpu,120,1266314
kworker/u96:3,120,30599
chromium:gdrv0,120,40217
chromium:gl0,120,67509
stress-ng-cpu,120,59404
chromium,120,51027
stress-ng-cpu,120,90373
chromium:cs0,120,23195
chromium,120,22654
kworker/u96:3,120,8185
stress-ng-cpu,120,67940
kworker/u96:3,120,4779
stress-ng-cpu,120,113768
kworker/u96:3,120,4118
stress-ng-cpu,120,569330
chromium,120,574811
stress-ng-cpu,120,397542
chromium:cs0,120,28524
chromium,120,22513
kworker/u96:3,120,26361
stress-ng-cpu,120,79522
kworker/u96:3,120,3988
chromium,120,200514
stress-ng-cpu,120,318881
chromium:gdrv0,120,30238
stress-ng-cpu,120,40197
chromium:gdrv0,120,19888
chromium:gl0,120,236012
chromium,120,56959
stress-ng-cpu,120,114399
chromium:gdrv0,120,19778
chromium:gl0,120,55566
chromium,120,55687
chromium:gl0,120,35719
chromium,120,181728
stress-ng-cpu,120,358717
chromium:gdrv0,120,19978
stress-ng-cpu,120,48994
chromium:gdrv0,120,19517
chromium:gl0,120,191827
chromium,120,39616
stress-ng-cpu,120,94731
chromium:gdrv0,120,21081
chromium:gl0,120,67950
chromium,120,62009
stress-ng-cpu,120,3006818
chromium:gl0,120,40468
chromium,120,169845
stress-ng-cpu,120,366672
chromium:gdrv0,120,19227
stress-ng-cpu,120,49074
chromium:gdrv0,120,18746
chromium:gl0,120,190084
chromium,120,67590
stress-ng-cpu,120,122785
chromium:gdrv0,120,18746
stress-ng-cpu,120,49354
chromium:gl0,120,99441
chromium:gdrv0,120,18736
chromium,120,178321
stress-ng-cpu,120,235090
chromium:gdrv0,120,12625
chromium:cs0,120,4198
chromium:gdrv0,120,2434
stress-ng-cpu,120,1955684
chromium:cs0,120,22784
chromium:gdrv0,120,21461
chromium:cs0,120,3607
kworker/u96:3,120,27272
chromium:gdrv0,120,2224
stress-ng-cpu,120,16672
chromium:cs0,120,16231
kworker/u96:3,120,16211
chromium:gdrv0,120,18836
chromium:gl0,120,190905
chromium,120,105101
stress-ng-cpu,120,22073
stress-ng-cpu,120,142613
chromium:gdrv0,120,19949
stress-ng-cpu,120,50246
chromium:gl0,120,101905
chromium:gdrv0,120,18986
stress-ng-cpu,120,305626
kworker/u96:3,120,4709
stress-ng-cpu,120,14237
kworker/u96:3,120,4098
chromium,120,193571
chromium:gl0,120,4118
chromium,120,2254
chromium:gl0,120,2475
chromium,120,25038
chromium:gl0,120,35187
chromium,120,3727
chromium:gl0,120,2385
chromium,120,24086
chromium:gl0,120,35057
chromium,120,3677
chromium:gl0,120,2305
chromium,120,27833
stress-ng-cpu,120,363837
chromium:gdrv0,120,19477
stress-ng-cpu,120,50276
chromium:gdrv0,120,18685
stress-ng-cpu,120,50937
chromium:gdrv0,120,18616
stress-ng-cpu,120,51128
chromium:gl0,120,229179
chromium:gdrv0,120,18966
chromium,120,192448
stress-ng-cpu,120,4277380
Chrome_ChildIOT,120,29316
Chrome_ChildIOT,120,43774
Chrome_ChildIOT,120,33845
Chrome_ChildIOT,120,36750
Chrome_ChildIOT,120,17514
stress-ng-cpu,120,381831
Chrome_ChildIOT,120,26060
Chrome_ChildIOT,120,37211
Chrome_ChildIOT,120,20539
stress-ng-cpu,120,2990326
stress-ng-cpu,120,426827
Chrome_ChildIOT,120,28034
Chrome_ChildIOT,120,35789
Chrome_ChildIOT,120,17844
stress-ng-cpu,120,420916
Chrome_ChildIOT,120,26080
Chrome_ChildIOT,120,40096
Chrome_ChildIOT,120,18285
stress-ng-cpu,120,425565
Chrome_ChildIOT,120,26110
Chrome_ChildIOT,120,38554
Chrome_ChildIOT,120,17995
stress-ng-cpu,120,419153
Chrome_ChildIOT,120,25859
Chrome_ChildIOT,120,36420
chromium,120,3072042
stress-ng-cpu,120,3336719
chromium:gdrv0,120,20640
stress-ng-cpu,120,47221
chromium:gdrv0,120,19868
chromium:gl0,120,208248
chromium,120,98969
stress-ng-cpu,120,158163
chromium:gdrv0,120,19017
stress-ng-cpu,120,48163
chromium:gl0,120,100032
chromium:gdrv0,120,19257
chromium,120,67450
chromium:gl0,120,4489
chromium,120,2605
chromium:gl0,120,32532
chromium,120,23855
chromium:gl0,120,3617
chromium,120,2244
chromium:gl0,120,32362
chromium,120,23856
chromium:gl0,120,3667
chromium,120,2274
stress-ng-cpu,120,198249
chromium:gdrv0,120,15500
chromium:cs0,120,3867
chromium:gl0,120,34406
chromium:gdrv0,120,2525
chromium:cs0,120,18866
stress-ng-cpu,120,4423459
chromium,120,21982
chromium:gl0,120,2044
chromium,120,2195
chromium:gdrv0,120,13786
kworker/u96:3,120,30699
chromium:gl0,120,31981
chromium,120,23294
chromium:gl0,120,3597
chromium,120,2214
stress-ng-cpu,120,74613
chromium:gl0,120,33975
chromium:gdrv0,120,19678
chromium,120,23896
chromium:gl0,120,3547
chromium,120,2244
chromium:gl0,120,32812
chromium,120,23455
chromium:gl0,120,3547
chromium,120,2234
stress-ng-cpu,120,117565
chromium:gl0,120,34876
chromium:gdrv0,120,19377
chromium,120,23525
chromium:gl0,120,3627
chromium,120,2244
chromium:gl0,120,32332
chromium,120,23495
stress-ng-cpu,120,2997439
chromium:gl0,120,7174
chromium,120,2305
stress-ng-cpu,120,1404590
Chrome_ChildIOT,120,15550
stress-ng-cpu,120,125901
chromium:gl0,120,39124
chromium,120,14889
chromium:gdrv0,120,22213
chromium,120,8376
chromium,120,47952
chromium:gl0,120,8095
chromium,120,3236
chromium:gl0,120,38524
chromium,120,25489
chromium:gl0,120,3918
chromium,120,2445
stress-ng-cpu,120,534313
chromium:gl0,120,34315
kworker/u96:3,120,8776
chromium,120,23976
chromium:gl0,120,3627
chromium,120,2335
stress-ng-cpu,120,215743
chromium:gdrv0,120,21491
chromium:gl0,120,35989
chromium:cs0,120,3797
chromium:gdrv0,120,2314
stress-ng-cpu,120,83840
chromium:cs0,120,17914
chromium,120,24146
chromium:gl0,120,2154
chromium:gdrv0,120,3587
chromium,120,2365
kworker/u96:3,120,29947
chromium:gl0,120,33024
chromium,120,25469
chromium:gl0,120,3677
chromium,120,2294
stress-ng-cpu,120,88580
chromium:gl0,120,35929
chromium:gdrv0,120,21341
chromium,120,25539
chromium:gl0,120,3537
chromium,120,2355
chromium:gl0,120,33494
chromium,120,25449
chromium:gl0,120,3597
chromium,120,2294
stress-ng-cpu,120,121483
chromium:gl0,120,35428
chromium:gdrv0,120,19527
chromium,120,25258
chromium:gl0,120,3697
chromium,120,2364
stress-ng-cpu,120,250279
kworker/u96:3,120,2895
chromium:gl0,120,33464
chromium,120,25218
chromium:gl0,120,3697
chromium,120,2304
stress-ng-cpu,120,122504
chromium:gl0,120,34957
chromium:gdrv0,120,19697
chromium,120,71296
chromium:gl0,120,3607
chromium,120,2274
chromium:gl0,120,33505
chromium,120,73952
chromium:gl0,120,3737
chromium,120,2324
chromium:gl0,120,57400
chromium,120,26350
chromium:gl0,120,8887
chromium,120,4028
stress-ng-cpu,120,288162
chromium:gl0,120,37612
chromium:gdrv0,120,26040
chromium,120,25870
chromium:gl0,120,3567
chromium,120,2384
chromium:gl0,120,34486
chromium,120,35829
chromium:gl0,120,3597
chromium,120,2284
stress-ng-cpu,120,140930
chromium:gl0,120,45437
chromium:gdrv0,120,23114
chromium,120,25389
chromium:gl0,120,3607
chromium,120,2325
chromium:gl0,120,33765
chromium,120,59634
chromium:gl0,120,3557
chromium,120,2294
chromium:gl0,120,61087
stress-ng-cpu,120,219099
chromium,120,51358
chromium:gdrv0,120,37552
chromium,120,22763
chromium,120,128175
chromium:gl0,120,8787
chromium,120,4339
chromium:gl0,120,61077
stress-ng-cpu,120,420836
chromium,120,217476
stress-ng-cpu,120,1906020
Chrome_ChildIOT,120,34256
stress-ng-cpu,120,1361698
chromium:cs0,120,87017
chromium,120,84512
Chrome_ChildIOT,120,38073
kworker/u96:3,120,35498
stress-ng-cpu,120,380449
chromium,120,386610
stress-ng-cpu,120,380078
chromium:cs0,120,32553
kworker/u96:3,120,9699
stress-ng-cpu,120,438841
Chrome_ChildIOT,120,34105
Chrome_ChildIOT,120,36810
stress-ng-cpu,120,288062
kworker/u96:3,120,8596
stress-ng-cpu,120,126302
kworker/u96:3,120,5150
stress-ng-cpu,120,421276
Chrome_ChildIOT,120,33164
stress-ng-cpu,120,3003792
Chrome_ChildIOT,120,41800
stress-ng-cpu,120,434061
Chrome_ChildIOT,120,27262
Chrome_ChildIOT,120,42552
Chrome_ChildIOT,120,18555
stress-ng-cpu,120,843926
kworker/u96:3,120,7835
stress-ng-cpu,120,420886
Chrome_ChildIOT,120,27242
Chrome_ChildIOT,120,39817
stress-ng-cpu,120,363706
Chrome_ChildIOT,120,18165
WebRTC_W_and_N,120,55978
stress-ng-cpu,120,190315
VizCompositorTh,120,45848
Compositor,120,67349
stress-ng-cpu,120,120350
Chrome_ChildIOT,120,26831
Chrome_ChildIOT,120,37252
Chrome_ChildIOT,120,18486
stress-ng-cpu,120,426767
Chrome_ChildIOT,120,29647
stress-ng-cpu,120,19106
Chrome_ChildIOT,120,38814
Chrome_ChildIOT,120,18425
stress-ng-cpu,120,424833
Chrome_ChildIOT,120,27362
Chrome_ChildIOT,120,36500
chromium,120,3627967
stress-ng-cpu,120,3008400
stress-ng-cpu,120,19161880
stress-ng-cpu,120,19051810
Chrome_IOThread,120,50667
stress-ng-cpu,120,19176388
chromium,120,130580
stress-ng-cpu,120,107515
stress-ng-cpu,120,906526
chromium,120,54815
cosmic-comp,120,199401
Chrome_ChildIOT,120,21150
Chrome_ChildIOT,120,17323
surface-eDP-1,120,24858
chromium,120,526137
stress-ng-cpu,120,19441415
cosmic-comp,120,14779
surface-HDMI-A-,120,13195
stress-ng-cpu,120,4311807
chromium:gl0,120,246953
chromium:gdrv0,120,85113
stress-ng-cpu,120,305826
surface-eDP-1,120,320745
stress-ng-cpu,120,353266
stress-ng-cpu,120,2771477
cosmic-com:cs0,120,33053
stress-ng-cpu,120,396569
chromium,120,112145
cosmic-comp,120,29938
VizCompositorTh,120,26521
chromium,120,22103
kworker/u96:3,120,30699
stress-ng-cpu,120,118777
surface-eDP-1,120,45447
chromium:gdrv0,120,18235
stress-ng-cpu,120,35528
cosmic-com:cs0,120,17373
kworker/u96:3,120,6152
surface-eDP-1,120,15630
chromium:gl0,120,83039
stress-ng-cpu,120,26060
cosmic-com:cs0,120,16351
kworker/u96:3,120,2795
surface-eDP-1,120,8977
stress-ng-cpu,120,12624
cosmic-com:cs0,120,17894
kworker/u96:3,120,16010
chromium,120,68421
stress-ng-cpu,120,39986
kworker/u96:3,120,4388
chromium:gl0,120,48012
surface-eDP-1,120,89251
stress-ng-cpu,120,58562
cosmic-com:cs0,120,18665
kworker/u96:3,120,20299
stress-ng-cpu,120,976470
surface-eDP-1,120,60496
stress-ng-cpu,120,47010
kworker/u96:3,120,4188
kworker/u97:16,120,16401
chromium,120,218929
stress-ng-cpu,120,475030
chromium:gdrv0,120,20219
stress-ng-cpu,120,66036
chromium:gdrv0,120,18816
stress-ng-cpu,120,345842
stress-ng-cpu,120,347396
kworker/u96:3,120,2445
chromium:gl0,120,242354
chromium,120,44064
stress-ng-cpu,120,60857
kworker/u96:3,120,1753
stress-ng-cpu,120,115501
chromium:gdrv0,120,19066
chromium:gl0,120,80905
kworker/u97:16,120,170967
chromium,120,193641
stress-ng-cpu,120,314502
chromium:gdrv0,120,23765
chromium:cs0,120,6342
chromium:gdrv0,120,2595
stress-ng-cpu,120,456645
stress-ng-cpu,120,51839
chromium:cs0,120,64093
chromium:gdrv0,120,21220
kworker/u96:3,120,26000
chromium:gl0,120,235220
chromium,120,42982
stress-ng-cpu,120,103458
chromium:gdrv0,120,19307
chromium:gl0,120,89090
chromium,120,195214
stress-ng-cpu,120,361742
kworker/u96:3,120,3987
stress-ng-cpu,120,319922
chromium:gdrv0,120,19968
stress-ng-cpu,120,65485
chromium:gdrv0,120,19157
chromium:gl0,120,235110
chromium,120,71608
stress-ng-cpu,120,142333
chromium:gdrv0,120,19928
stress-ng-cpu,120,64544
chromium:gl0,120,121372
chromium:gdrv0,120,19557
stress-ng-cpu,120,2993222
chromium,120,187759
stress-ng-cpu,120,258054
chromium:gdrv0,120,19767
stress-ng-cpu,120,61838
chromium:gdrv0,120,19377
chromium:gl0,120,226604
chromium,120,62230
stress-ng-cpu,120,131201
chromium:gdrv0,120,19638
stress-ng-cpu,120,62139
chromium:gl0,120,117395
chromium:gdrv0,120,19548
chromium,120,183061
chromium:gl0,120,4349
chromium,120,2225
chromium:gl0,120,2445
chromium,120,22332
chromium:gl0,120,40287
chromium,120,3698
chromium:gl0,120,2234
chromium,120,21892
chromium:gl0,120,39746
chromium,120,3717
chromium:gl0,120,2255
chromium,120,20650
stress-ng-cpu,120,350351
chromium:gdrv0,120,19407
stress-ng-cpu,120,60216
chromium:gdrv0,120,13927
chromium:cs0,120,3898
chromium:gdrv0,120,2425
stress-ng-cpu,120,1503549
chromium:cs0,120,17854
chromium:gdrv0,120,12924
kworker/u96:3,120,26130
stress-ng-cpu,120,28625
chromium:gdrv0,120,22674
stress-ng-cpu,120,60145
chromium:gl0,120,264597
chromium:gdrv0,120,19587
chromium,120,169194
chromium:gl0,120,4118
chromium,120,2044
chromium:gl0,120,2204
chromium,120,22243
chromium:gl0,120,40999
chromium,120,3817
chromium:gl0,120,2274
chromium,120,22242
chromium:gl0,120,42712
stress-ng-cpu,120,420775
chromium,120,4078
kworker/u96:3,120,2886
stress-ng-cpu,120,3541381
Chrome_ChildIOT,120,33795
Chrome_ChildIOT,120,37813
stress-ng-cpu,120,418913
Chrome_ChildIOT,120,23535
Chrome_ChildIOT,120,35048
Chrome_ChildIOT,120,21231
stress-ng-cpu,120,433129
Chrome_ChildIOT,120,24687
Chrome_ChildIOT,120,32742
Chrome_ChildIOT,120,17363
stress-ng-cpu,120,3869228
kworker/u97:16,120,8096
stress-ng-cpu,120,4711341
cosmic-comp,120,17985
stress-ng-cpu,120,4440302
surface-eDP-1,120,17564
stress-ng-cpu,120,431326
Chrome_ChildIOT,120,24417
stress-ng-cpu,120,2990045
Chrome_ChildIOT,120,36430
Chrome_ChildIOT,120,17463
stress-ng-cpu,120,422459
Chrome_ChildIOT,120,24457
Chrome_ChildIOT,120,37883
Chrome_ChildIOT,120,19417
stress-ng-cpu,120,422368
Chrome_ChildIOT,120,26130
Chrome_ChildIOT,120,35949
Chrome_ChildIOT,120,17393
stress-ng-cpu,120,436045
Chrome_ChildIOT,120,24577
Chrome_ChildIOT,120,36831
Chrome_ChildIOT,120,17764
stress-ng-cpu,120,414033
chromium,120,3588250
Chrome_ChildIOT,120,29026
stress-ng-cpu,120,3916569
chromium:gdrv0,120,20470
Chrome_ChildIOT,120,33825
Chrome_ChildIOT,120,13366
stress-ng-cpu,120,47912
chromium:gdrv0,120,23324
chromium:cs0,120,4498
chromium:gl0,120,202527
chromium,120,43193
chromium:gl0,120,35248
chromium,120,9529
stress-ng-cpu,120,439982
Chrome_ChildIOT,120,24277
Chrome_ChildIOT,120,33715
Chrome_ChildIOT,120,17223
stress-ng-cpu,120,3002179
stress-ng-cpu,120,431276
Chrome_ChildIOT,120,24387
Chrome_ChildIOT,120,32592
Chrome_ChildIOT,120,17283
stress-ng-cpu,120,437548
Chrome_ChildIOT,120,23465
Chrome_ChildIOT,120,32803
Chrome_ChildIOT,120,16872
stress-ng-cpu,120,1884188
stress-ng-cpu,120,2435
chromium:gdrv0,120,44164
chromium,120,1760972
chromium:cs0,120,23365
stress-ng-cpu,120,5667952
kworker/u96:3,120,31160
chromium,120,79472
chromium:gl0,120,41530
chromium,120,159866
stress-ng-cpu,120,264807
kworker/u96:3,120,5791
stress-ng-cpu,120,335342
chromium:gdrv0,120,20409
stress-ng-cpu,120,45036
chromium:gdrv0,120,19518
chromium:gl0,120,186137
chromium,120,59694
stress-ng-cpu,120,111013
chromium:gdrv0,120,19498
stress-ng-cpu,120,45056
chromium:gl0,120,94561
chromium:gdrv0,120,19557
stress-ng-cpu,120,5167555
chromium,120,154576
stress-ng-cpu,120,207617
chromium:gdrv0,120,19888
stress-ng-cpu,120,44936
chromium:gdrv0,120,19448
chromium:gl0,120,188180
surface-HDMI-A-,120,221103
stress-ng-cpu,120,669432
cosmic-com:cs0,120,25348
surface-HDMI-A-,120,18185
kworker/u96:3,120,20900
chromium,120,52640
stress-ng-cpu,120,13305
cosmic-com:cs0,120,15700
kworker/u96:3,120,5310
surface-HDMI-A-,120,13857
stress-ng-cpu,120,109630
stress-ng-cpu,120,25148
cosmic-com:cs0,120,16852
kworker/u96:3,120,2775
chromium:gdrv0,120,18024
surface-HDMI-A-,120,8045
cosmic-com:cs0,120,14367
stress-ng-cpu,120,40127
kworker/u96:3,120,6963
stress-ng-cpu,120,47812
chromium:gl0,120,94972
stress-ng-cpu,120,3897
kworker/u96:3,120,5751
chromium,120,14718
chromium:gdrv0,120,22593
chromium,120,8847
stress-ng-cpu,120,5618178
stress-ng-cpu,120,5594141
surface-HDMI-A-,120,72078
kworker/u97:16,120,16111
stress-ng-cpu,120,42822
kworker/u96:3,120,2585
chromium,120,152341
stress-ng-cpu,120,130620
stress-ng-cpu,120,128526
kworker/u96:3,120,2515
stress-ng-cpu,120,10485668
cosmic-comp,120,179765
stress-ng-cpu,120,55005
kworker/u96:3,120,3507
stress-ng-cpu,120,235511
chromium,120,52000
chromium:gdrv0,120,20228
stress-ng-cpu,120,45477
chromium:gdrv0,120,18135
chromium:cs0,120,3887
chromium:gdrv0,120,2404
chromium:gl0,120,188972
stress-ng-cpu,120,123957
chromium:cs0,120,19137
kworker/u96:3,120,6021
chromium:gdrv0,120,11372
kworker/u97:16,120,212457
chromium,120,65395
stress-ng-cpu,120,81105
chromium:gdrv0,120,19858
stress-ng-cpu,120,46189
chromium:gl0,120,97697
chromium,120,15850
chromium:gdrv0,120,23114
chromium,120,8406
chromium,120,155749
stress-ng-cpu,120,352164
kworker/u96:3,120,4038
stress-ng-cpu,120,241292
chromium:gdrv0,120,21842
chromium:cs0,120,6082
stress-ng-cpu,120,2996377
chromium:gdrv0,120,2324
stress-ng-cpu,120,113126
chromium:cs0,120,17334
chromium:gdrv0,120,3928
stress-ng-cpu,120,19607
kworker/u96:3,120,25559
chromium:gdrv0,120,24236
chromium:gl0,120,200303
chromium,120,82819
stress-ng-cpu,120,132413
stress-ng-cpu,120,162993
kworker/u96:3,120,2335
chromium:gdrv0,120,21181
stress-ng-cpu,120,44055
chromium:gl0,120,97747
chromium,120,7384
chromium:gdrv0,120,21742
chromium,120,14768
chromium,120,148224
stress-ng-cpu,120,239960
chromium:gdrv0,120,21411
stress-ng-cpu,120,350291
kworker/u96:3,120,2004
stress-ng-cpu,120,45106
chromium:gdrv0,120,20048
chromium:gl0,120,202016
chromium,120,65265
stress-ng-cpu,120,118066
chromium:gdrv0,120,19698
stress-ng-cpu,120,46078
chromium:gl0,120,96064
chromium,120,15820
chromium:gdrv0,120,22053
chromium,120,8676
chromium,120,149115
stress-ng-cpu,120,239639
chromium:gdrv0,120,20329
stress-ng-cpu,120,46249
chromium:gdrv0,120,19868
chromium:gl0,120,198430
chromium,120,4749
chromium:gl0,120,2525
chromium,120,2545
stress-ng-cpu,120,63020
chromium:gl0,120,34636
chromium:gdrv0,120,19818
chromium,120,20109
chromium:gl0,120,2024
chromium,120,2986
chromium:gl0,120,33324
chromium,120,21582
chromium:gl0,120,3637
chromium,120,2214
stress-ng-cpu,120,110141
chromium:gl0,120,33594
chromium:gdrv0,120,20218
chromium,120,65776
chromium:gl0,120,5090
chromium,120,2265
chromium:gl0,120,32402
chromium,120,22633
chromium:gl0,120,3617
chromium,120,2264
chromium:gl0,120,32372
chromium,120,22062
chromium:gl0,120,3567
chromium,120,2234
stress-ng-cpu,120,190565
chromium:gdrv0,120,20369
chromium:gl0,120,34095
chromium,120,20760
chromium:gl0,120,4548
chromium,120,2214
chromium:gl0,120,31941
stress-ng-cpu,120,2456543
stress-ng-cpu,120,1109695
chromium,120,22342
chromium:gl0,120,2064
chromium,120,2224
stress-ng-cpu,120,109099
chromium:gl0,120,33935
WebRTC_W_and_N,120,39626
chromium:gdrv0,120,16441
chromium:cs0,120,2515
chromium:gdrv0,120,2435
WebRTC_W_and_N,120,52982
chromium,120,23726
chromium:cs0,120,19628
chromium:gl0,120,4278
stress-ng-cpu,120,29707
chromium,120,2254
chromium:gdrv0,120,14918
kworker/u96:3,120,30478
chromium:gl0,120,31761
chromium,120,20579
chromium:gl0,120,2033
chromium,120,2254
stress-ng-cpu,120,73421
chromium:gl0,120,34836
chromium:gdrv0,120,18586
chromium,120,20539
chromium:gl0,120,2014
chromium,120,2264
chromium:gl0,120,31901
chromium,120,20409
chromium:gl0,120,2024
chromium,120,2165
stress-ng-cpu,120,105442
chromium:gl0,120,33915
chromium:gdrv0,120,18195
chromium,120,54414
chromium:gl0,120,2114
chromium,120,2345
chromium:gl0,120,32182
chromium,120,22333
chromium:gl0,120,3567
chromium,120,2274
chromium:gl0,120,34766
stress-ng-cpu,120,350000
kworker/u96:3,120,7164
chromium,120,22102
chromium:gl0,120,2855
chromium,120,3837
stress-ng-cpu,120,182038
chromium:gl0,120,34586
chromium:gdrv0,120,22924
chromium:cs0,120,2354
chromium:gdrv0,120,2585
chromium,120,22183
stress-ng-cpu,120,71147
chromium:cs0,120,20089
chromium:gl0,120,3546
chromium,120,2314
chromium:gdrv0,120,3897
kworker/u96:3,120,12935
chromium:gl0,120,32001
chromium,120,22112
